Invoice_ID,Invoice_Date,Vendor_Name,Invoice_Number,Category,Description,Amount_USD,Tax_USD,Total_USD,Payment_Method,Due_Date,Status
INV00218,2026-05-28,City Electricity,NO1219,Utilities,Electricity Bill,737.76,73.78,811.54,Credit Card,2026-06-12,Overdue
INV00219,2026-06-03,ABC Office Supplies,NO1220,Office Supplies,Printer Paper,1354.92,135.49,1490.41,Bank Transfer,2026-06-18,Overdue
INV00220,2026-02-23,DHL,NO1221,Shipping,Courier,1253.29,125.33,1378.62,Cash,2026-03-10,Paid
INV00221,2026-03-16,Microsoft,NO1222,Software,Microsoft 365,616.85,61.69,678.54,Bank Transfer,2026-03-31,Pending
INV00222,2026-02-04,ABC Office Supplies,NO1223,Office Supplies,Printer Paper,1103.77,110.38,1214.15,Cash,2026-02-19,Overdue
INV00223,2026-01-29,Fuel Station,NO1224,Travel,Fuel,1456.45,145.65,1602.1,Cash,2026-02-13,Overdue
INV00224,2026-03-27,Fuel Station,NO1225,Travel,Fuel,886.64,88.66,975.3,Online,2026-04-11,Overdue
INV00225,2026-04-27,Cleaning Services,NO1226,Maintenance,Cleaning,463.22,46.32,509.54,Online,2026-05-12,Overdue
INV00226,2026-01-18,Microsoft,NO1227,Software,Microsoft 365,93.95,9.4,103.35,Bank Transfer,2026-02-02,Paid
INV00227,2026-06-17,Dell Store,NO1228,Equipment,Laptop,894.84,89.48,984.32,Online,2026-07-02,Overdue
INV00228,2026-04-29,Nepal Telecom,NO1229,Internet,Internet,366.07,36.61,402.68,Online,2026-05-14,Overdue
INV00229,2026-03-21,Zoom,NO1230,Software,Zoom Subscription,1167.99,116.8,1284.79,Bank Transfer,2026-04-05,Paid
INV00230,2026-05-04,ABC Office Supplies,NO1231,Office Supplies,Printer Paper,627.34,62.73,690.07,Cash,2026-05-19,Paid
INV00231,2026-05-21,Fuel Station,NO1232,Travel,Fuel,1395.23,139.52,1534.75,Bank Transfer,2026-06-05,Pending
INV00232,2026-04-23,Zoom,NO1233,Software,Zoom Subscription,186.32,18.63,204.95,Online,2026-05-08,Overdue
INV00233,2026-02-25,Fuel Station,NO1234,Travel,Fuel,484.72,48.47,533.19,Cash,2026-03-12,Overdue
INV00234,2026-02-19,Nepal Telecom,NO1235,Internet,Internet,1238.9,123.89,1362.79,Cash,2026-03-06,Overdue
INV00235,2026-06-25,Zoom,NO1236,Software,Zoom Subscription,1433.13,143.31,1576.44,Online,2026-07-10,Pending
INV00236,2026-01-04,City Electricity,NO1237,Utilities,Electricity Bill,325.07,32.51,357.58,Bank Transfer,2026-01-19,Paid
INV00237,2026-06-02,ABC Office Supplies,NO1238,Office Supplies,Printer Paper,625.31,62.53,687.84,Credit Card,2026-06-17,Paid
INV00238,2026-03-19,Zoom,NO1239,Software,Zoom Subscription,368.66,36.87,405.53,Online,2026-04-03,Pending
INV00239,2026-02-08,DHL,NO1240,Shipping,Courier,232.65,23.27,255.92,Credit Card,2026-02-23,Paid
INV00240,2026-01-05,ABC Office Supplies,NO1241,Office Supplies,Printer Paper,276.69,27.67,304.36,Online,2026-01-20,Paid
INV00241,2026-05-16,DHL,NO1242,Shipping,Courier,1485.91,148.59,1634.5,Bank Transfer,2026-05-31,Pending
INV00242,2026-04-22,Nepal Telecom,NO1243,Internet,Internet,726.65,72.67,799.32,Online,2026-05-07,Paid
INV00243,2026-02-12,Fuel Station,NO1244,Travel,Fuel,1043.81,104.38,1148.19,Bank Transfer,2026-02-27,Paid
INV00244,2026-01-07,Cleaning Services,NO1245,Maintenance,Cleaning,430.57,43.06,473.63,Credit Card,2026-01-22,Overdue
INV00245,2026-02-28,Microsoft,NO1246,Software,Microsoft 365,1197.29,119.73,1317.02,Credit Card,2026-03-15,Overdue
INV00246,2026-02-26,City Electricity,NO1247,Utilities,Electricity Bill,1406.29,140.63,1546.92,Online,2026-03-13,Overdue
INV00247,2026-04-19,Microsoft,NO1248,Software,Microsoft 365,1414.78,141.48,1556.26,Credit Card,2026-05-04,Pending
INV00248,2026-06-14,Microsoft,NO1249,Software,Microsoft 365,1353.55,135.35,1488.9,Credit Card,2026-06-29,Paid
INV00249,2026-03-10,Microsoft,NO1250,Software,Microsoft 365,1102.1,110.21,1212.31,Cash,2026-03-25,Paid
INV00250,2026-03-26,Dell Store,NO1251,Equipment,Laptop,378.18,37.82,416,Bank Transfer,2026-04-10,Pending
INV00251,2026-03-30,Fuel Station,NO1252,Travel,Fuel,661.35,66.14,727.49,Bank Transfer,2026-04-14,Paid
INV00252,2026-06-28,Dell Store,NO1253,Equipment,Laptop,467.93,46.79,514.72,Credit Card,2026-07-13,Overdue
INV00253,2026-01-30,Fuel Station,NO1254,Travel,Fuel,1338.14,133.81,1471.95,Credit Card,2026-02-14,Paid
INV00254,2026-05-30,Nepal Telecom,NO1255,Internet,Internet,176.17,17.62,193.79,Credit Card,2026-06-14,Paid
INV00255,2026-05-13,DHL,NO1256,Shipping,Courier,212.87,21.29,234.16,Cash,2026-05-28,Paid
INV00256,2026-04-11,Fuel Station,NO1257,Travel,Fuel,459.7,45.97,505.67,Credit Card,2026-04-26,Overdue
INV00257,2026-05-07,Fuel Station,NO1258,Travel,Fuel,254.05,25.41,279.46,Online,2026-05-22,Overdue
INV00258,2026-04-01,Zoom,NO1259,Software,Zoom Subscription,1257.89,125.79,1383.68,Cash,2026-04-16,Pending
INV00259,2026-06-21,Dell Store,NO1260,Equipment,Laptop,314.1,31.41,345.51,Credit Card,2026-07-06,Paid
INV00260,2026-02-06,Dell Store,NO1261,Equipment,Laptop,467.23,46.72,513.95,Online,2026-02-21,Overdue
INV00261,2026-05-18,ABC Office Supplies,NO1262,Office Supplies,Printer Paper,1339.17,133.92,1473.09,Credit Card,2026-06-02,Paid
INV00262,2026-06-13,ABC Office Supplies,NO1263,Office Supplies,Printer Paper,1453.98,145.4,1599.38,Online,2026-06-28,Pending
INV00263,2026-06-27,Dell Store,NO1264,Equipment,Laptop,846.54,84.65,931.19,Credit Card,2026-07-12,Paid
INV00264,2026-02-27,Nepal Telecom,NO1265,Internet,Internet,947.81,94.78,1042.59,Bank Transfer,2026-03-14,Pending
INV00265,2026-02-18,DHL,NO1266,Shipping,Courier,61.29,6.13,67.42,Cash,2026-03-05,Paid
INV00266,2026-02-12,DHL,NO1267,Shipping,Courier,322.06,32.21,354.27,Bank Transfer,2026-02-27,Pending
INV00267,2026-05-06,DHL,NO1268,Shipping,Courier,1418.22,141.82,1560.04,Cash,2026-05-21,Overdue
INV00268,2026-02-14,Fuel Station,NO1269,Travel,Fuel,580.35,58.04,638.39,Credit Card,2026-03-01,Pending
INV00269,2026-01-25,Dell Store,NO1270,Equipment,Laptop,349.25,34.93,384.18,Bank Transfer,2026-02-09,Overdue
INV00270,2026-06-07,City Electricity,NO1271,Utilities,Electricity Bill,1450.83,145.08,1595.91,Cash,2026-06-22,Pending
INV00271,2026-06-29,Microsoft,NO1272,Software,Microsoft 365,924.3,92.43,1016.73,Credit Card,2026-07-14,Paid
INV00272,2026-01-02,DHL,NO1273,Shipping,Courier,628.31,62.83,691.14,Bank Transfer,2026-01-17,Pending
INV00273,2026-05-02,DHL,NO1274,Shipping,Courier,1323.84,132.38,1456.22,Bank Transfer,2026-05-17,Paid
INV00274,2026-01-22,DHL,NO1275,Shipping,Courier,857.04,85.7,942.74,Bank Transfer,2026-02-06,Paid
INV00275,2026-01-08,Dell Store,NO1276,Equipment,Laptop,1052.37,105.24,1157.61,Cash,2026-01-23,Pending
INV00276,2026-06-01,Microsoft,NO1277,Software,Microsoft 365,844.54,84.45,928.99,Cash,2026-06-16,Overdue
INV00277,2026-04-30,Zoom,NO1278,Software,Zoom Subscription,238.97,23.9,262.87,Credit Card,2026-05-15,Pending
INV00278,2026-04-03,DHL,NO1279,Shipping,Courier,677.9,67.79,745.69,Credit Card,2026-04-18,Paid
INV00279,2026-02-24,DHL,NO1280,Shipping,Courier,387.22,38.72,425.94,Cash,2026-03-11,Paid
INV00280,2026-05-12,Zoom,NO1281,Software,Zoom Subscription,811.46,81.15,892.61,Cash,2026-05-27,Paid
INV00281,2026-04-10,ABC Office Supplies,NO1282,Office Supplies,Printer Paper,929.44,92.94,1022.38,Credit Card,2026-04-25,Pending
INV00282,2026-02-23,Dell Store,NO1283,Equipment,Laptop,638.08,63.81,701.89,Bank Transfer,2026-03-10,Paid
INV00283,2026-02-05,Dell Store,NO1284,Equipment,Laptop,517.4,51.74,569.14,Credit Card,2026-02-20,Pending
INV00284,2026-01-07,Microsoft,NO1285,Software,Microsoft 365,463.49,46.35,509.84,Cash,2026-01-22,Overdue
INV00285,2026-03-15,Zoom,NO1286,Software,Zoom Subscription,391.08,39.11,430.19,Cash,2026-03-30,Overdue
INV00286,2026-01-25,Fuel Station,NO1287,Travel,Fuel,1028.3,102.83,1131.13,Online,2026-02-09,Paid
INV00287,2026-03-23,Nepal Telecom,NO1288,Internet,Internet,769.56,76.96,846.52,Cash,2026-04-07,Overdue
INV00288,2026-05-07,ABC Office Supplies,NO1289,Office Supplies,Printer Paper,657.67,65.77,723.44,Cash,2026-05-22,Overdue
INV00289,2026-04-26,DHL,NO1290,Shipping,Courier,70.08,7.01,77.09,Credit Card,2026-05-11,Overdue
INV00290,2026-06-23,Dell Store,NO1291,Equipment,Laptop,1333.29,133.33,1466.62,Cash,2026-07-08,Pending
INV00291,2026-03-29,DHL,NO1292,Shipping,Courier,1327.46,132.75,1460.21,Online,2026-04-13,Paid
INV00292,2026-03-01,Cleaning Services,NO1293,Maintenance,Cleaning,344.58,34.46,379.04,Cash,2026-03-16,Pending
INV00293,2026-01-12,Microsoft,NO1294,Software,Microsoft 365,242.36,24.24,266.6,Cash,2026-01-27,Pending
INV00294,2026-01-26,Microsoft,NO1295,Software,Microsoft 365,772.51,77.25,849.76,Bank Transfer,2026-02-10,Pending
INV00295,2026-06-20,Dell Store,NO1296,Equipment,Laptop,45.5,4.55,50.05,Bank Transfer,2026-07-05,Overdue
INV00296,2026-02-07,DHL,NO1297,Shipping,Courier,1498.38,149.84,1648.22,Online,2026-02-22,Pending
INV00297,2026-01-06,DHL,NO1298,Shipping,Courier,1118.61,111.86,1230.47,Bank Transfer,2026-01-21,Pending
INV00298,2026-05-29,Nepal Telecom,NO1299,Internet,Internet,827.89,82.79,910.68,Cash,2026-06-13,Pending
INV00299,2026-05-25,Nepal Telecom,NO1300,Internet,Internet,689.6,68.96,758.56,Cash,2026-06-09,Pending
INV00300,2026-04-04,Zoom,NO1301,Software,Zoom Subscription,238.81,23.88,262.69,Bank Transfer,2026-04-19,Pending
INV00301,2026-05-11,Fuel Station,NO1302,Travel,Fuel,223.16,22.32,245.48,Cash,2026-05-26,Pending
INV00302,2026-03-13,Zoom,NO1303,Software,Zoom Subscription,238.46,23.85,262.31,Online,2026-03-28,Overdue
INV00303,2026-01-26,DHL,NO1304,Shipping,Courier,1067.72,106.77,1174.49,Bank Transfer,2026-02-10,Pending
INV00304,2026-05-15,Microsoft,NO1305,Software,Microsoft 365,82.88,8.29,91.17,Online,2026-05-30,Pending
INV00305,2026-03-27,Zoom,NO1306,Software,Zoom Subscription,59.84,5.98,65.82,Online,2026-04-11,Pending
INV00306,2026-04-28,Zoom,NO1307,Software,Zoom Subscription,1154.79,115.48,1270.27,Cash,2026-05-13,Paid
INV00307,2026-05-28,Zoom,NO1308,Software,Zoom Subscription,409.68,40.97,450.65,Bank Transfer,2026-06-12,Pending
INV00308,2026-03-24,Dell Store,NO1309,Equipment,Laptop,1009.39,100.94,1110.33,Bank Transfer,2026-04-08,Paid
INV00309,2026-05-29,DHL,NO1310,Shipping,Courier,1329.6,132.96,1462.56,Cash,2026-06-13,Overdue
INV00310,2026-06-05,City Electricity,NO1311,Utilities,Electricity Bill,431.4,43.14,474.54,Credit Card,2026-06-20,Pending
INV00311,2026-02-11,Fuel Station,NO1312,Travel,Fuel,281.39,28.14,309.53,Cash,2026-02-26,Overdue
INV00312,2026-05-18,City Electricity,NO1313,Utilities,Electricity Bill,312.38,31.24,343.62,Online,2026-06-02,Paid
INV00313,2026-02-26,City Electricity,NO1314,Utilities,Electricity Bill,467.87,46.79,514.66,Online,2026-03-13,Pending
INV00314,2026-04-28,City Electricity,NO1315,Utilities,Electricity Bill,1137.13,113.71,1250.84,Credit Card,2026-05-13,Overdue
INV00315,2026-01-24,Fuel Station,NO1316,Travel,Fuel,1102.33,110.23,1212.56,Credit Card,2026-02-08,Overdue
INV00316,2026-04-21,DHL,NO1317,Shipping,Courier,1190.5,119.05,1309.55,Cash,2026-05-06,Paid
INV00317,2026-01-07,Dell Store,NO1318,Equipment,Laptop,1429.8,142.98,1572.78,Bank Transfer,2026-01-22,Paid
INV00318,2026-01-21,City Electricity,NO1319,Utilities,Electricity Bill,1411.77,141.18,1552.95,Bank Transfer,2026-02-05,Paid
INV00319,2026-06-03,Zoom,NO1320,Software,Zoom Subscription,151.33,15.13,166.46,Bank Transfer,2026-06-18,Paid
INV00320,2026-06-19,Cleaning Services,NO1321,Maintenance,Cleaning,86.21,8.62,94.83,Cash,2026-07-04,Pending
INV00321,2026-05-23,Zoom,NO1322,Software,Zoom Subscription,1081.57,108.16,1189.73,Credit Card,2026-06-07,Paid
INV00322,2026-06-17,Fuel Station,NO1323,Travel,Fuel,359.85,35.99,395.84,Cash,2026-07-02,Overdue
INV00323,2026-06-27,Nepal Telecom,NO1324,Internet,Internet,614.92,61.49,676.41,Bank Transfer,2026-07-12,Pending
INV00324,2026-04-15,ABC Office Supplies,NO1325,Office Supplies,Printer Paper,797.48,79.75,877.23,Credit Card,2026-04-30,Pending
INV00325,2026-06-10,Microsoft,NO1326,Software,Microsoft 365,909.6,90.96,1000.56,Cash,2026-06-25,Overdue
INV00326,2026-02-05,Nepal Telecom,NO1327,Internet,Internet,68.1,6.81,74.91,Online,2026-02-20,Pending
INV00327,2026-06-25,Microsoft,NO1328,Software,Microsoft 365,1103.43,110.34,1213.77,Cash,2026-07-10,Overdue
INV00328,2026-01-17,Microsoft,NO1329,Software,Microsoft 365,156.73,15.67,172.4,Bank Transfer,2026-02-01,Pending
INV00329,2026-01-02,Cleaning Services,NO1330,Maintenance,Cleaning,1439.99,144,1583.99,Bank Transfer,2026-01-17,Pending
INV00330,2026-05-09,City Electricity,NO1331,Utilities,Electricity Bill,813.7,81.37,895.07,Cash,2026-05-24,Pending
INV00331,2026-02-01,DHL,NO1332,Shipping,Courier,67.86,6.79,74.65,Credit Card,2026-02-16,Overdue
INV00332,2026-04-24,Cleaning Services,NO1333,Maintenance,Cleaning,1444.41,144.44,1588.85,Online,2026-05-09,Overdue
INV00333,2026-06-18,Zoom,NO1334,Software,Zoom Subscription,1370.93,137.09,1508.02,Bank Transfer,2026-07-03,Overdue
INV00334,2026-04-16,Zoom,NO1335,Software,Zoom Subscription,226.77,22.68,249.45,Bank Transfer,2026-05-01,Pending
INV00335,2026-04-22,Cleaning Services,NO1336,Maintenance,Cleaning,473.67,47.37,521.04,Online,2026-05-07,Overdue
INV00336,2026-03-03,Nepal Telecom,NO1337,Internet,Internet,498.3,49.83,548.13,Credit Card,2026-03-18,Paid
INV00337,2026-05-03,Microsoft,NO1338,Software,Microsoft 365,419.97,42,461.97,Online,2026-05-18,Overdue
INV00338,2026-06-18,City Electricity,NO1339,Utilities,Electricity Bill,1465.22,146.52,1611.74,Online,2026-07-03,Overdue
INV00339,2026-04-13,Zoom,NO1340,Software,Zoom Subscription,1002.45,100.25,1102.7,Bank Transfer,2026-04-28,Paid
INV00340,2026-01-03,ABC Office Supplies,NO1341,Office Supplies,Printer Paper,403.62,40.36,443.98,Credit Card,2026-01-18,Pending
INV00341,2026-03-05,DHL,NO1342,Shipping,Courier,44.03,4.4,48.43,Bank Transfer,2026-03-20,Overdue
INV00342,2026-06-30,Fuel Station,NO1343,Travel,Fuel,1211.85,121.19,1333.04,Cash,2026-07-15,Paid
INV00343,2026-03-06,Dell Store,NO1344,Equipment,Laptop,903.62,90.36,993.98,Credit Card,2026-03-21,Overdue
INV00344,2026-02-22,Fuel Station,NO1345,Travel,Fuel,1482.73,148.27,1631,Bank Transfer,2026-03-09,Overdue
INV00345,2026-06-06,Nepal Telecom,NO1346,Internet,Internet,443.05,44.31,487.36,Credit Card,2026-06-21,Paid
INV00346,2026-02-28,Nepal Telecom,NO1347,Internet,Internet,24.28,2.43,26.71,Bank Transfer,2026-03-15,Paid
INV00347,2026-01-05,Zoom,NO1348,Software,Zoom Subscription,1310.99,131.1,1442.09,Online,2026-01-20,Paid
INV00348,2026-03-31,Microsoft,NO1349,Software,Microsoft 365,260.12,26.01,286.13,Credit Card,2026-04-15,Paid
INV00349,2026-03-09,Zoom,NO1350,Software,Zoom Subscription,1172.64,117.26,1289.9,Cash,2026-03-24,Overdue
INV00350,2026-06-19,Zoom,NO1351,Software,Zoom Subscription,1244.45,124.45,1368.9,Online,2026-07-04,Paid
INV00351,2026-05-12,Dell Store,NO1352,Equipment,Laptop,467.3,46.73,514.03,Bank Transfer,2026-05-27,Pending
INV00352,2026-02-21,Zoom,NO1353,Software,Zoom Subscription,1435.45,143.55,1579,Bank Transfer,2026-03-08,Pending
INV00353,2026-03-14,Microsoft,NO1354,Software,Microsoft 365,822.13,82.21,904.34,Cash,2026-03-29,Overdue
INV00354,2026-05-16,Dell Store,NO1355,Equipment,Laptop,260.33,26.03,286.36,Credit Card,2026-05-31,Overdue
INV00355,2026-06-10,Nepal Telecom,NO1356,Internet,Internet,1074.77,107.48,1182.25,Cash,2026-06-25,Paid
INV00356,2026-03-01,Nepal Telecom,NO1357,Internet,Internet,302.58,30.26,332.84,Credit Card,2026-03-16,Overdue
INV00357,2026-02-24,Nepal Telecom,NO1358,Internet,Internet,697,69.7,766.7,Credit Card,2026-03-11,Paid
INV00358,2026-02-22,City Electricity,NO1359,Utilities,Electricity Bill,757.94,75.79,833.73,Online,2026-03-09,Paid
INV00359,2026-04-14,City Electricity,NO1360,Utilities,Electricity Bill,1331.22,133.12,1464.34,Bank Transfer,2026-04-29,Paid
INV00360,2026-06-17,City Electricity,NO1361,Utilities,Electricity Bill,699.32,69.93,769.25,Credit Card,2026-07-02,Overdue
INV00361,2026-02-09,Nepal Telecom,NO1362,Internet,Internet,1366.1,136.61,1502.71,Online,2026-02-24,Paid
INV00362,2026-04-25,DHL,NO1363,Shipping,Courier,600.93,60.09,661.02,Online,2026-05-10,Overdue
INV00363,2026-01-28,ABC Office Supplies,NO1364,Office Supplies,Printer Paper,266.89,26.69,293.58,Bank Transfer,2026-02-12,Overdue
INV00364,2026-02-25,City Electricity,NO1365,Utilities,Electricity Bill,1014.53,101.45,1115.98,Credit Card,2026-03-12,Pending
INV00365,2026-04-10,Fuel Station,NO1366,Travel,Fuel,1327.7,132.77,1460.47,Credit Card,2026-04-25,Paid
INV00366,2026-02-17,Zoom,NO1367,Software,Zoom Subscription,1456.52,145.65,1602.17,Online,2026-03-04,Paid
INV00367,2026-03-07,Fuel Station,NO1368,Travel,Fuel,307.28,30.73,338.01,Online,2026-03-22,Pending
INV00368,2026-05-16,Microsoft,NO1369,Software,Microsoft 365,1416.78,141.68,1558.46,Bank Transfer,2026-05-31,Pending
INV00369,2026-03-02,Nepal Telecom,NO1370,Internet,Internet,794.78,79.48,874.26,Online,2026-03-17,Paid
INV00370,2026-02-05,Fuel Station,NO1371,Travel,Fuel,132.43,13.24,145.67,Cash,2026-02-20,Paid
INV00371,2026-01-07,DHL,NO1372,Shipping,Courier,692.21,69.22,761.43,Online,2026-01-22,Paid
INV00372,2026-03-13,Nepal Telecom,NO1373,Internet,Internet,223.29,22.33,245.62,Credit Card,2026-03-28,Pending
INV00373,2026-05-25,Fuel Station,NO1374,Travel,Fuel,310.59,31.06,341.65,Credit Card,2026-06-09,Overdue
INV00374,2026-01-24,Microsoft,NO1375,Software,Microsoft 365,1184.76,118.48,1303.24,Bank Transfer,2026-02-08,Paid
INV00375,2026-04-24,ABC Office Supplies,NO1376,Office Supplies,Printer Paper,750.97,75.1,826.07,Credit Card,2026-05-09,Pending
INV00376,2026-06-20,DHL,NO1377,Shipping,Courier,886.83,88.68,975.51,Bank Transfer,2026-07-05,Overdue
INV00377,2026-04-06,ABC Office Supplies,NO1378,Office Supplies,Printer Paper,384.17,38.42,422.59,Credit Card,2026-04-21,Paid
INV00378,2026-06-07,ABC Office Supplies,NO1379,Office Supplies,Printer Paper,1156.69,115.67,1272.36,Cash,2026-06-22,Overdue
INV00379,2026-03-13,Nepal Telecom,NO1380,Internet,Internet,1237.48,123.75,1361.23,Bank Transfer,2026-03-28,Paid
INV00380,2026-01-16,City Electricity,NO1381,Utilities,Electricity Bill,160.3,16.03,176.33,Cash,2026-01-31,Paid
INV00381,2026-03-16,Dell Store,NO1382,Equipment,Laptop,70.47,7.05,77.52,Cash,2026-03-31,Paid
INV00382,2026-01-12,Zoom,NO1383,Software,Zoom Subscription,173.48,17.35,190.83,Online,2026-01-27,Overdue
INV00383,2026-04-28,Nepal Telecom,NO1384,Internet,Internet,1223.95,122.4,1346.35,Online,2026-05-13,Pending
INV00384,2026-06-18,Dell Store,NO1385,Equipment,Laptop,1127.32,112.73,1240.05,Bank Transfer,2026-07-03,Pending
INV00385,2026-04-04,ABC Office Supplies,NO1386,Office Supplies,Printer Paper,880.81,88.08,968.89,Cash,2026-04-19,Overdue
INV00386,2026-05-10,Dell Store,NO1387,Equipment,Laptop,1141.79,114.18,1255.97,Cash,2026-05-25,Paid
INV00387,2026-04-15,DHL,NO1388,Shipping,Courier,528.63,52.86,581.49,Cash,2026-04-30,Overdue
INV00388,2026-05-28,City Electricity,NO1389,Utilities,Electricity Bill,1151.52,115.15,1266.67,Online,2026-06-12,Paid
INV00389,2026-04-29,Cleaning Services,NO1390,Maintenance,Cleaning,738.31,73.83,812.14,Cash,2026-05-14,Overdue
INV00390,2026-06-28,Fuel Station,NO1391,Travel,Fuel,1262.7,126.27,1388.97,Online,2026-07-13,Pending
INV00391,2026-05-26,Zoom,NO1392,Software,Zoom Subscription,201.02,20.1,221.12,Credit Card,2026-06-10,Paid
INV00392,2026-06-08,Microsoft,NO1393,Software,Microsoft 365,534.09,53.41,587.5,Online,2026-06-23,Pending
INV00393,2026-03-08,Fuel Station,NO1394,Travel,Fuel,700.35,70.04,770.39,Bank Transfer,2026-03-23,Overdue
INV00394,2026-06-18,DHL,NO1395,Shipping,Courier,374.64,37.46,412.1,Bank Transfer,2026-07-03,Paid
INV00395,2026-01-15,Dell Store,NO1396,Equipment,Laptop,60.33,6.03,66.36,Online,2026-01-30,Pending
INV00396,2026-03-27,Fuel Station,NO1397,Travel,Fuel,1112.23,111.22,1223.45,Credit Card,2026-04-11,Pending
INV00397,2026-04-19,Cleaning Services,NO1398,Maintenance,Cleaning,1321.43,132.14,1453.57,Cash,2026-05-04,Paid
INV00398,2026-03-29,DHL,NO1399,Shipping,Courier,1202.85,120.28,1323.13,Credit Card,2026-04-13,Pending
INV00399,2026-01-25,City Electricity,NO1400,Utilities,Electricity Bill,998.86,99.89,1098.75,Bank Transfer,2026-02-09,Pending
INV00400,2026-05-07,ABC Office Supplies,NO1401,Office Supplies,Printer Paper,523.88,52.39,576.27,Online,2026-05-22,Overdue
INV00401,2026-02-08,Cleaning Services,NO1402,Maintenance,Cleaning,799.58,79.96,879.54,Credit Card,2026-02-23,Paid
INV00402,2026-05-18,Cleaning Services,NO1403,Maintenance,Cleaning,912.22,91.22,1003.44,Cash,2026-06-02,Pending
INV00403,2026-06-24,Fuel Station,NO1404,Travel,Fuel,68.27,6.83,75.1,Credit Card,2026-07-09,Paid
INV00404,2026-03-29,Cleaning Services,NO1405,Maintenance,Cleaning,750.1,75.01,825.11,Bank Transfer,2026-04-13,Pending
INV00405,2026-02-23,Nepal Telecom,NO1406,Internet,Internet,66.77,6.68,73.45,Online,2026-03-10,Overdue
INV00406,2026-06-18,Zoom,NO1407,Software,Zoom Subscription,1362.53,136.25,1498.78,Cash,2026-07-03,Paid
INV00407,2026-06-16,Nepal Telecom,NO1408,Internet,Internet,1280.18,128.02,1408.2,Credit Card,2026-07-01,Overdue
INV00408,2026-05-29,ABC Office Supplies,NO1409,Office Supplies,Printer Paper,506.72,50.67,557.39,Online,2026-06-13,Overdue
INV00409,2026-03-26,Nepal Telecom,NO1410,Internet,Internet,34.66,3.47,38.13,Online,2026-04-10,Pending
INV00410,2026-05-21,Dell Store,NO1411,Equipment,Laptop,585.05,58.5,643.55,Cash,2026-06-05,Paid
INV00411,2026-05-16,Nepal Telecom,NO1412,Internet,Internet,824.2,82.42,906.62,Online,2026-05-31,Pending
INV00412,2026-01-26,Fuel Station,NO1413,Travel,Fuel,1171.33,117.13,1288.46,Bank Transfer,2026-02-10,Overdue
INV00413,2026-05-27,City Electricity,NO1414,Utilities,Electricity Bill,1375.49,137.55,1513.04,Cash,2026-06-11,Pending
INV00414,2026-06-08,Nepal Telecom,NO1415,Internet,Internet,696.99,69.7,766.69,Online,2026-06-23,Paid
INV00415,2026-05-16,DHL,NO1416,Shipping,Courier,131.73,13.17,144.9,Online,2026-05-31,Overdue
INV00416,2026-03-20,ABC Office Supplies,NO1417,Office Supplies,Printer Paper,1186.74,118.67,1305.41,Credit Card,2026-04-04,Overdue
INV00417,2026-04-21,ABC Office Supplies,NO1418,Office Supplies,Printer Paper,1071.77,107.18,1178.95,Credit Card,2026-05-06,Paid
INV00418,2026-03-04,Zoom,NO1419,Software,Zoom Subscription,1279.63,127.96,1407.59,Online,2026-03-19,Overdue
INV00419,2026-02-20,Zoom,NO1420,Software,Zoom Subscription,928.61,92.86,1021.47,Cash,2026-03-07,Pending
INV00420,2026-02-02,ABC Office Supplies,NO1421,Office Supplies,Printer Paper,852.83,85.28,938.11,Online,2026-02-17,Pending
INV00421,2026-06-10,Cleaning Services,NO1422,Maintenance,Cleaning,300.62,30.06,330.68,Bank Transfer,2026-06-25,Paid
INV00422,2026-06-21,Zoom,NO1423,Software,Zoom Subscription,262.51,26.25,288.76,Bank Transfer,2026-07-06,Overdue
INV00423,2026-04-03,Nepal Telecom,NO1424,Internet,Internet,256.02,25.6,281.62,Online,2026-04-18,Pending
INV00424,2026-02-21,Dell Store,NO1425,Equipment,Laptop,347.73,34.77,382.5,Online,2026-03-08,Overdue
INV00425,2026-04-24,City Electricity,NO1426,Utilities,Electricity Bill,637.37,63.74,701.11,Credit Card,2026-05-09,Overdue
INV00426,2026-01-12,Fuel Station,NO1427,Travel,Fuel,801.62,80.16,881.78,Cash,2026-01-27,Paid
INV00427,2026-06-27,ABC Office Supplies,NO1428,Office Supplies,Printer Paper,1490.87,149.09,1639.96,Online,2026-07-12,Pending
INV00428,2026-03-28,Dell Store,NO1429,Equipment,Laptop,1417.65,141.77,1559.42,Bank Transfer,2026-04-12,Paid
INV00429,2026-05-25,Cleaning Services,NO1430,Maintenance,Cleaning,274.72,27.47,302.19,Cash,2026-06-09,Paid
INV00430,2026-02-16,ABC Office Supplies,NO1431,Office Supplies,Printer Paper,29.85,2.99,32.84,Credit Card,2026-03-03,Overdue
INV00431,2026-02-19,ABC Office Supplies,NO1432,Office Supplies,Printer Paper,1112.51,111.25,1223.76,Bank Transfer,2026-03-06,Paid
INV00432,2026-05-19,Zoom,NO1433,Software,Zoom Subscription,1217.2,121.72,1338.92,Cash,2026-06-03,Pending
INV00433,2026-04-29,ABC Office Supplies,NO1434,Office Supplies,Printer Paper,1335.26,133.53,1468.79,Credit Card,2026-05-14,Overdue
INV00434,2026-05-01,City Electricity,NO1435,Utilities,Electricity Bill,685.04,68.5,753.54,Credit Card,2026-05-16,Paid
INV00435,2026-01-03,Cleaning Services,NO1436,Maintenance,Cleaning,1423.41,142.34,1565.75,Bank Transfer,2026-01-18,Pending
